"Province","District","Facility","DatimTarget","DATIMTarget_Adj","Indicator","Group"
"Northern","Senga","Kapufi Health Post",0,0,"TB_PREV N","Adults"
"Northern","Senga","Kavumbo Health Post",0,0,"TB_PREV N","Adults"
"Northern","Senga","Kunkuta Health Post",0,0,"TB_PREV N","Adults"
"Northern","Senga","Mambwe Mission Rural Health Centre",42,47,"TB_PREV N","Adults"
"Northern","Senga","Mukunta Health Post",0,0,"TB_PREV N","Adults"
"Northern","Senga","Nondo Rural Health Centre",108,119,"TB_PREV N","Adults"
"Northern","Senga","Nsokolo Rural Health Centre",25,28,"TB_PREV N","Adults"
"Northern","Senga","Senga District Hospital",248,273,"TB_PREV N","Adults"
"Northern","Senga","Senka Rural Health Centre",21,23,"TB_PREV N","Adults"
"Northern","Senga","Sikalembe Health Post",0,0,"TB_PREV N","Adults"
"Northern","Chilubi","Chaba Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Chifwenge Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Chilubi Mainland District Hospital",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Chitunkubwe Health Post",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Matipa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Mofu Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Mpupo Health Post",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Mubili Health Post",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Mwenge Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Chocha Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Kalaba Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Kapala Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Kapepula Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","kaputa district Hospital",36,36,"TB_PREV N","Peads"
"Northern","Kaputa","Kaputa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Kasongole Rural Health Centre",9,9,"TB_PREV N","Peads"
"Northern","Kaputa","Luntomfwe Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Mukupa Katandula Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kaputa","Nkosha Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Chandamukulu Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Chilongoshi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Chilubula Mission Hospital",2,2,"TB_PREV N","Peads"
"Northern","Kasama","Chiombo Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Chisanga Urban Health Centre",19,19,"TB_PREV N","Peads"
"Northern","Kasama","College Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Discover Kasama Prison",12,12,"TB_PREV N","Peads"
"Northern","Kasama","Kasakula Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Kasama General Hospital",18,18,"TB_PREV N","Peads"
"Northern","Kasama","Kasama Health Post",5,5,"TB_PREV N","Peads"
"Northern","Kasama","Kasama Urban Health Centre",8,8,"TB_PREV N","Peads"
"Northern","Kasama","Kateshi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Location Urban Health Centre",30,30,"TB_PREV N","Peads"
"Northern","Kasama","Lubushi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Lukashi Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Lukashya Rural Health Centre",4,4,"TB_PREV N","Peads"
"Northern","Kasama","Lukupa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Lwabwe Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Mbusa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Milima Correctional Facility",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Milima Rural Health Centre",8,8,"TB_PREV N","Peads"
"Northern","Kasama","Misamfu Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Misengo Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Monica Chisando Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Mulanshi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Mulenga Hill Health Post",2,2,"TB_PREV N","Peads"
"Northern","Kasama","Mulobola Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Mumbimfumu Health Post",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Munkonge Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Musa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Mwamba Rural Health Centre (Kasama)",0,0,"TB_PREV N","Peads"
"Northern","Kasama","Nkolemfumu Rural Health Centre",7,7,"TB_PREV N","Peads"
"Northern","Kasama","Tazara Rural Health Centre",5,5,"TB_PREV N","Peads"
"Northern","Lunte","Chitoshi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Lunte","Filipo Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lunte","Kapatu Rural Health Centre",8,8,"TB_PREV N","Peads"
"Northern","Lunte","Moseni Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lunte","Mukolwe Rural Health Centre",10,10,"TB_PREV N","Peads"
"Northern","Lunte","Mukupa Kaoma Rural Health Centre",12,12,"TB_PREV N","Peads"
"Northern","Lunte","Sambala Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lunte","Shibwalya Kapila Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Lunte","Vincent Bulaya Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lupososhi","Chungu Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Lupososhi","Katuta Rural Health Centre",10,10,"TB_PREV N","Peads"
"Northern","Lupososhi","Lufubu Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lupososhi","Lukolongo Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lupososhi","Mwando Health Post",0,0,"TB_PREV N","Peads"
"Northern","Lupososhi","Nsombo Rural Health Centre",6,6,"TB_PREV N","Peads"
"Northern","Luwingu","Chikoyi Peri-Urban Clinic",10,10,"TB_PREV N","Peads"
"Northern","Luwingu","Ipusukilo Rural Health Centre",8,8,"TB_PREV N","Peads"
"Northern","Luwingu","Kasonde Kombo-Kombo Health Post",0,0,"TB_PREV N","Peads"
"Northern","Luwingu","Laurent Chita Health Post",0,0,"TB_PREV N","Peads"
"Northern","Luwingu","Luena Rural Health Centre",4,4,"TB_PREV N","Peads"
"Northern","Luwingu","Luwingu Correctional Facility",0,0,"TB_PREV N","Peads"
"Northern","Luwingu","Luwingu District Hospital",16,16,"TB_PREV N","Peads"
"Northern","Luwingu","Malekani Health Post",0,0,"TB_PREV N","Peads"
"Northern","Luwingu","Namukolo Urban Health Centre",16,16,"TB_PREV N","Peads"
"Northern","Luwingu","Nsanja Health Post",0,0,"TB_PREV N","Peads"
"Northern","Luwingu","Shimumbi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Luwingu","Tungati Rural Health Centre",4,4,"TB_PREV N","Peads"
"Northern","Mbala","Chipoka Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Isofu Rural Health Centre",1,1,"TB_PREV N","Peads"
"Northern","Mbala","Kaka Rural Health Centre",2,2,"TB_PREV N","Peads"
"Northern","Mbala","Kalekwa Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Kamuzwazi Health Post",1,1,"TB_PREV N","Peads"
"Northern","Mbala","Kamyanga Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Kaseshya Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Kawimbe Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Masamba Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Mbala Correctional Facility",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Mbala General Hospital",17,17,"TB_PREV N","Peads"
"Northern","Mbala","Mbala Urban Clinic",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Mpande Rural Health Centre",2,2,"TB_PREV N","Peads"
"Northern","Mbala","Mulefu Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Musipazi Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Mwamba Rural Health Centre (Mbala)",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Mwenda Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Pumpa Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mbala","Tulemane Urban Clinic",5,5,"TB_PREV N","Peads"
"Northern","Mporokoso","Chishamwamba Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mporokoso","Chiwala Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mporokoso","Kalabwe Rural Health Centre",5,5,"TB_PREV N","Peads"
"Northern","Mporokoso","Mporokoso Correctional Facility",0,0,"TB_PREV N","Peads"
"Northern","Mporokoso","Mporokoso District Hospital",12,12,"TB_PREV N","Peads"
"Northern","Mporokoso","Mporokoso Hospital Affiliated Health Centre",7,7,"TB_PREV N","Peads"
"Northern","Mpulungu","Chibote Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mpulungu","Chinakila Rural Health Centre",3,3,"TB_PREV N","Peads"
"Northern","Mpulungu","Chisanza Rural Health Centre",8,8,"TB_PREV N","Peads"
"Northern","Mpulungu","Chitimbwa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mpulungu","Isoko Rural Health Centre",3,3,"TB_PREV N","Peads"
"Northern","Mpulungu","Kaizya Health Post",3,3,"TB_PREV N","Peads"
"Northern","Mpulungu","Kasakalawe Health Post",4,4,"TB_PREV N","Peads"
"Northern","Mpulungu","Kopeka Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mpulungu","Lyendwe Rural Health Centre",1,1,"TB_PREV N","Peads"
"Northern","Mpulungu","Makola Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mpulungu","Mpulungu District Hospital",12,12,"TB_PREV N","Peads"
"Northern","Mpulungu","Mpulungu Health Centre",10,10,"TB_PREV N","Peads"
"Northern","Mpulungu","Vyamba Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Changala Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Chifulo Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Chimba Rural Health Centre",1,1,"TB_PREV N","Peads"
"Northern","Mungwi","Kapamba Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Chitimukulu Rural Health Centre",2,2,"TB_PREV N","Peads"
"Northern","Mungwi","Kalulu Rural Health Centre",1,1,"TB_PREV N","Peads"
"Northern","Mungwi","Kapamba Health Post",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Kapolyo Rural Health Centre",1,1,"TB_PREV N","Peads"
"Northern","Mungwi","Makasa Rural Health Centre",4,4,"TB_PREV N","Peads"
"Northern","Mungwi","Malole Rural Health Centre",5,5,"TB_PREV N","Peads"
"Northern","Mungwi","Mumba Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Mungwi Baptist Health Centre",6,6,"TB_PREV N","Peads"
"Northern","Mungwi","Mungwi District Hospital",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Ndasa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Ngoli Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Nseluka Rural Health Centre",3,3,"TB_PREV N","Peads"
"Northern","Mungwi","Peleti Rural Health Centre",1,1,"TB_PREV N","Peads"
"Northern","Mungwi","Rosa Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Mungwi","Sampa Health Post",0,0,"TB_PREV N","Peads"
"Northern","Nsama","Chishela Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Nsama","Kampinda Rural Health Centre",7,7,"TB_PREV N","Peads"
"Northern","Nsama","Kapisha Health Post",0,0,"TB_PREV N","Peads"
"Northern","Nsama","Kashikishi Health Post",0,0,"TB_PREV N","Peads"
"Northern","Nsama","Mwewe Rural Health Centre",9,9,"TB_PREV N","Peads"
"Northern","Nsama","Nsama Rural Health Centre",17,17,"TB_PREV N","Peads"
"Northern","Nsama","Nsumbu Rural Health Centre (Nsama)",9,9,"TB_PREV N","Peads"
"Northern","Senga","Chikunta Health Post",0,0,"TB_PREV N","Peads"
"Northern","Senga","Chileshya Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Senga","Chomba Health Post",0,0,"TB_PREV N","Peads"
"Northern","Senga","Chozi TZR Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Senga","Kapufi Health Post",0,0,"TB_PREV N","Peads"
"Northern","Senga","Kavumbo Health Post",0,0,"TB_PREV N","Peads"
"Northern","Senga","Kunkuta Health Post",0,0,"TB_PREV N","Peads"
"Northern","Senga","Mambwe Mission Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Senga","Mukunta Health Post",0,0,"TB_PREV N","Peads"
"Northern","Senga","Nondo Rural Health Centre",2,2,"TB_PREV N","Peads"
"Northern","Senga","Nsokolo Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Senga","Senga District Hospital",2,2,"TB_PREV N","Peads"
"Northern","Senga","Senka Rural Health Centre",0,0,"TB_PREV N","Peads"
"Northern","Senga","Sikalembe Health Post",0,0,"TB_PREV N","Peads"
"Northern","Chilubi","Chaba Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Chifwenge Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Chilubi Mainland District Hospital",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Chitunkubwe Health Post",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Matipa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Mofu Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Mpupo Health Post",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Mubili Health Post",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Mwenge Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kaputa","Chocha Health Post",2,2,"HTS_SELF","Adults"
"Northern","Kaputa","Kalaba Rural Health Centre",910,910,"HTS_SELF","Adults"
"Northern","Kaputa","Kapala Health Post",7,7,"HTS_SELF","Adults"
"Northern","Kaputa","Kapepula Health Post",49,49,"HTS_SELF","Adults"
"Northern","Kaputa","kaputa district Hospital",1027,1027,"HTS_SELF","Adults"
"Northern","Kaputa","Kaputa Rural Health Centre",5,5,"HTS_SELF","Adults"
"Northern","Kaputa","Kasongole Rural Health Centre",753,753,"HTS_SELF","Adults"
"Northern","Kaputa","Luntomfwe Health Post",0,0,"HTS_SELF","Adults"
"Northern","Kaputa","Mukupa Katandula Rural Health Centre",10,10,"HTS_SELF","Adults"
"Northern","Kaputa","Nkosha Health Post",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Chandamukulu Health Post",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Chilongoshi Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Chilubula Mission Hospital",31,31,"HTS_SELF","Adults"
"Northern","Kasama","Chiombo Rural Health Centre",101,101,"HTS_SELF","Adults"
"Northern","Kasama","Chisanga Urban Health Centre",53,53,"HTS_SELF","Adults"
"Northern","Kasama","College Health Post",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Discover Kasama Prison",90,90,"HTS_SELF","Adults"
"Northern","Kasama","Kasakula Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Kasama General Hospital",926,926,"HTS_SELF","Adults"
"Northern","Kasama","Kasama Health Post",37,37,"HTS_SELF","Adults"
"Northern","Kasama","Kasama Urban Health Centre",218,218,"HTS_SELF","Adults"
"Northern","Kasama","Kateshi Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Location Urban Health Centre",37,37,"HTS_SELF","Adults"
"Northern","Kasama","Lukashi Health Post",4,4,"HTS_SELF","Adults"
"Northern","Kasama","Lubushi Rural Health Centre",13,13,"HTS_SELF","Adults"
"Northern","Kasama","Lukashya Rural Health Centre",53,53,"HTS_SELF","Adults"
"Northern","Kasama","Lukupa Rural Health Centre",205,205,"HTS_SELF","Adults"
"Northern","Kasama","Lwabwe Health Post",11,11,"HTS_SELF","Adults"
"Northern","Kasama","Mbusa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Milima Correctional Facility",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Milima Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Misamfu Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Misengo Rural Health Centre",234,234,"HTS_SELF","Adults"
"Northern","Kasama","Monica Chisando Health Post",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Mulanshi Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Mulenga Hill Health Post",51,51,"HTS_SELF","Adults"
"Northern","Kasama","Mulobola Rural Health Centre",11,11,"HTS_SELF","Adults"
"Northern","Kasama","Mumbimfumu Health Post",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Munkonge Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Musa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Mwamba Rural Health Centre (Kasama)",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Nkolemfumu Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Kasama","Tazara Rural Health Centre",324,324,"HTS_SELF","Adults"
"Northern","Lunte","Chitoshi Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Lunte","Filipo Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lunte","Kapatu Rural Health Centre",54,54,"HTS_SELF","Adults"
"Northern","Lunte","Moseni Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lunte","Mukolwe Rural Health Centre",242,242,"HTS_SELF","Adults"
"Northern","Lunte","Mukupa Kaoma Rural Health Centre",101,101,"HTS_SELF","Adults"
"Northern","Lunte","Sambala Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lunte","Shibwalya Kapila Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Lunte","Vincent Bulaya Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lupososhi","Chungu Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Lupososhi","Katuta Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Lupososhi","Lufubu Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lupososhi","Lukolongo Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lupososhi","Mwando Health Post",0,0,"HTS_SELF","Adults"
"Northern","Lupososhi","Nsombo Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Chikoyi Peri-Urban Clinic",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Ipusukilo Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Kasonde Kombo-Kombo Health Post",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Laurent Chita Health Post",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Luena Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Luwingu Correctional Facility",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Luwingu District Hospital",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Malekani Health Post",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Namukolo Urban Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Nsanja Health Post",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Shimumbi Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Luwingu","Tungati Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Chipoka Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Isofu Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Kaka Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Kalekwa Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Kamuzwazi Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Kamyanga Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Kaseshya Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Kawimbe Rural Health Centre",2,2,"HTS_SELF","Adults"
"Northern","Mbala","Masamba Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Mbala Correctional Facility",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Mbala General Hospital",52,52,"HTS_SELF","Adults"
"Northern","Mbala","Mbala Urban Clinic",33,33,"HTS_SELF","Adults"
"Northern","Mbala","Mpande Rural Health Centre",19,19,"HTS_SELF","Adults"
"Northern","Mbala","Mulefu Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Musipazi Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Mwamba Rural Health Centre (Mbala)",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Mwenda Health Post",1,1,"HTS_SELF","Adults"
"Northern","Mbala","Pumpa Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mbala","Tulemane Urban Clinic",27,27,"HTS_SELF","Adults"
"Northern","Mporokoso","Chishamwamba Rural Health Centre",29,29,"HTS_SELF","Adults"
"Northern","Mporokoso","Chiwala Rural Health Centre",3,3,"HTS_SELF","Adults"
"Northern","Mporokoso","Kalabwe Rural Health Centre",59,59,"HTS_SELF","Adults"
"Northern","Mporokoso","Mporokoso Correctional Facility",0,0,"HTS_SELF","Adults"
"Northern","Mporokoso","Mporokoso District Hospital",96,96,"HTS_SELF","Adults"
"Northern","Mporokoso","Mporokoso Hospital Affiliated Health Centre",59,59,"HTS_SELF","Adults"
"Northern","Mpulungu","Chibote Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mpulungu","Chinakila Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mpulungu","Chisanza Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mpulungu","Chitimbwa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mpulungu","Isoko Rural Health Centre",18,18,"HTS_SELF","Adults"
"Northern","Mpulungu","Kaizya Health Post",35,35,"HTS_SELF","Adults"
"Northern","Mpulungu","Kasakalawe Health Post",24,24,"HTS_SELF","Adults"
"Northern","Mpulungu","Kopeka Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mpulungu","Lyendwe Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mpulungu","Makola Health Post",5,5,"HTS_SELF","Adults"
"Northern","Mpulungu","Mpulungu District Hospital",19,19,"HTS_SELF","Adults"
"Northern","Mpulungu","Mpulungu Health Centre",64,64,"HTS_SELF","Adults"
"Northern","Mpulungu","Vyamba Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Changala Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Chifulo Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Chimba Rural Health Centre",9,9,"HTS_SELF","Adults"
"Northern","Mungwi","Chimbola Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Chitimukulu Rural Health Centre",2,2,"HTS_SELF","Adults"
"Northern","Mungwi","Kalulu Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Kapamba Health Post",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Kapolyo Rural Health Centre",48,48,"HTS_SELF","Adults"
"Northern","Mungwi","Makasa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Malole Rural Health Centre",12,12,"HTS_SELF","Adults"
"Northern","Mungwi","Mumba Rural Health Centre",2,2,"HTS_SELF","Adults"
"Northern","Mungwi","Mungwi Baptist Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Mungwi District Hospital",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Ndasa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Ngoli Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Nseluka Rural Health Centre",37,37,"HTS_SELF","Adults"
"Northern","Mungwi","Peleti Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Rosa Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Mungwi","Sampa Health Post",0,0,"HTS_SELF","Adults"
"Northern","Nsama","Chishela Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Nsama","Kampinda Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Nsama","Kapisha Health Post",0,0,"HTS_SELF","Adults"
"Northern","Nsama","Kashikishi Health Post",6,6,"HTS_SELF","Adults"
"Northern","Nsama","Mwewe Rural Health Centre",61,61,"HTS_SELF","Adults"
"Northern","Nsama","Nsama Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Nsama","Nsumbu Rural Health Centre (Nsama)",433,433,"HTS_SELF","Adults"
"Northern","Senga","Chikunta Health Post",5,5,"HTS_SELF","Adults"
"Northern","Senga","Chileshya Rural Health Centre",134,134,"HTS_SELF","Adults"
"Northern","Senga","Chomba Health Post",4,4,"HTS_SELF","Adults"
"Northern","Senga","Chozi TZR Rural Health Centre",0,0,"HTS_SELF","Adults"
"Northern","Senga","Kapufi Health Post",0,0,"HTS_SELF","Adults"
"Northern","Senga","Kavumbo Health Post",0,0,"HTS_SELF","Adults"
"Northern","Senga","Kunkuta Health Post",0,0,"HTS_SELF","Adults"
"Northern","Senga","Mambwe Mission Rural Health Centre",159,159,"HTS_SELF","Adults"
"Northern","Senga","Mukunta Health Post",0,0,"HTS_SELF","Adults"
"Northern","Senga","Nondo Rural Health Centre",272,272,"HTS_SELF","Adults"
"Northern","Senga","Nsokolo Rural Health Centre",75,75,"HTS_SELF","Adults"
"Northern","Senga","Senga District Hospital",816,816,"HTS_SELF","Adults"
"Northern","Senga","Senka Rural Health Centre",80,80,"HTS_SELF","Adults"
"Northern","Senga","Sikalembe Health Post",0,0,"HTS_SELF","Adults"
"Northern","Chilubi","Chaba Rural Health Centre",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Chifwenge Rural Health Centre",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Chilubi Mainland District Hospital",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Chitunkubwe Health Post",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Matipa Rural Health Centre",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Mofu Rural Health Centre",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Mpupo Health Post",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Mubili Health Post",0,0,"HTS_SELF","Peads"
"Northern","Chilubi","Mwenge Rural Health Centre",0,0,"HTS_SELF","Peads"
"Northern","Kaputa","Chocha Health Post",0,0,"HTS_SELF","Peads"
"Northern","Kaputa","Kalaba Rural Health Centre",0,0,"HTS_SELF","Peads"
"Northern","Kaputa","Kapala Health Post",0,0,"HTS_SELF","Peads"
"Northern","Kaputa","Kapepula Health Post",0,0,"HTS_SELF","Peads"
"Northern","Kaputa","kaputa district Hospital",0,0,"HTS_SELF","Peads"
